Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA,Expiration,Certification Body,Certification Address,Certification Contact
Taiwan,周幼妹,A01,周幼妹,,Taiwan Coffee Laboratory,450,花蓮縣秀林鄉,周幼妹,1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.58,7.42,7.33,7.33,7.42,7.33,10.0,10.0,10.0,7.42,0.0,81.83,11.3 %,0 full defects,0,greenish,0 full defects,,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Taiwan,四季紅咖啡,C01,四季紅咖啡,,Taiwan Coffee Laboratory,1200,嘉義/阿里山鄉,徐英文,1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Villa Sarchi,Completed,Washed / Wet,7.5,7.42,7.33,7.33,7.42,7.42,10.0,10.0,10.0,7.42,0.0,81.83,11.3 %,0 full defects,0,Green,2 full defects,,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Colombia,VARIOS,3-01-17560,"ALMACAFE ARMENIA, QUINDIO",3-01-17560,Federación de cafeteros de Colombia,1100 a 1800,SOACHA,VARIOS,375,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024 / 2025,"September 26th, 2025",Camilo Mosquera,,Completed,Washed / Wet,7.5,7.42,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.33,0.0,81.83,11.1 %,0 full defects,0,Green,3 full defects,,"September 26th, 2026",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
Indonesia,Awan Honey,Awan Honey,Inovasi Kopi,,PT INOVASI KOPI NUSANTARA,1750,"Awan, Rantekarua, Toraja Utara",Inovasi Kopi,1,50 kg,5758 Coffee Lab,2024,"February 4th, 2025",Thomas Pangaribuan,"Lini S, Typica Mixed",Completed,Honey Process,7.5,7.42,7.17,7.67,7.25,7.33,10.0,10.0,10.0,7.33,0.0,81.67,12.2 %,0 full defects,0,Green,2 full defects,,"February 4th, 2026",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
Taiwan,COFEE BERRIES MANOR,C206,"Chiayi Agricultural Experiment Branch, TARI",,Taiwan Coffee Laboratory,1100,"Gukeng Township, Yunlin County","WANG, YING-HUI",1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Bourbon,Completed,Natural / Dry,7.42,7.5,7.5,7.25,7.33,7.33,10.0,10.0,10.0,7.33,0.0,81.67,11.2 %,0 full defects,1,greenish,4 full defects,,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Taiwan,薩庫拉農場,A03,薩庫拉農場,,Taiwan Coffee Laboratory,400,花蓮縣秀林鄉,胡智盛,1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Washed / Wet,7.42,7.42,7.33,7.5,7.33,7.33,10.0,10.0,10.0,7.33,0.0,81.67,9 %,0 full defects,0,bluish-green,0 full defects,,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Taiwan,山純居自然農園,C106,山純居自然農園,,Taiwan Coffee Laboratory,1200,"嘉義阿里山, Alishan, Chiayi",楊永勝,1,50 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 18th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Pulped natural / honey,7.42,7.33,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.33,0.0,81.58,11.2 %,0 full defects,0,greenish,0 full defects,,"September 18th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Vietnam,Công ty Cổ phần Hạt Rừng,A654,Công ty Cổ phần Hạt Rừng,,THE FOREST BEANS JOINT STOCK COMPANY,1580,"Thôn Trường Sơn, Xã Xuân Trường, Đà Lạt, Lâm Đồng",Nguyễn Hữu Yên,3000,1 kg,HQJ Coffee School,2024 / 2025,"July 9th, 2025",Hạt Rừng,Catimor,Completed,Washed / Wet,8.25,8.17,7.92,8.17,8.08,8.0,10.0,10.0,10.0,8.17,0.0,86.75,11 %,0 full defects,0,Green,0 full defects,,"July 9th, 2026",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
Taiwan,COFEE BERRIES MANOR,C207,"Chiayi Agricultural Experiment Branch, TARI",,Taiwan Coffee Laboratory,1100,"Gukeng Township, Yunlin County","WANG, YING-HUI",1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Washed / Wet,7.42,7.33,7.33,7.42,7.42,7.33,10.0,10.0,10.0,7.33,0.0,81.58,10.4 %,0 full defects,0,greenish,5 full defects,,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Brazil,Various,Various,"Japy Industrial Complex - RODOVIA BR 146, # 100 - GUAXUPÉ/MG/BRASIL – CEP 37836-684 - CNPJ: 20.770.566/0086-07",002/460-0/1026,Azul Kaffee GmbH & Co. KG,800-1200,Various,COOP REG DE CAFEIC EM GUAXUPE LTDA.,360,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2024 / 2025,"April 2nd, 2025",Yadwinder Sangha,Santos,Completed,Natural / Dry,7.25,7.42,7.17,7.25,7.67,7.42,10.0,10.0,10.0,7.33,0.0,81.5,10.7 %,0 full defects,3,Green,6 full defects,,"April 2nd, 2026",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Catherine Queiroz - +41 41 728 72 81
Peru,Regional blend,S0000270,Planta Volcafe Jaen,30/543/1455,Volcafe,1600,Carjamarca,Smallholders producers,275,69 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2025 / 2026,"October 20th, 2025",Lígia Maria Bastos Leite,Caturra,Completed,Washed / Wet,7.58,7.33,7.17,7.5,7.33,7.25,10.0,10.0,10.0,7.33,0.0,81.5,11.3 %,0 full defects,0,Green,2 full defects,,"October 20th, 2026",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
Taiwan,COFEE BERRIES MANOR,C216,COFEE BERRIES MANOR,,Taiwan Coffee Laboratory,1100,"Gukeng Township, Yunlin County","WANG, YING-HUI",1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Washed / Wet,7.17,7.42,7.33,7.33,7.5,7.33,10.0,10.0,10.0,7.33,0.0,81.42,10.5 %,0 full defects,0,greenish,4 full defects,,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Nicaragua,El PASTOTAL,P06461-S84293,J&M FAMILY COFFEE S.A,017-341-46,Panamerican Coffee Trading,1300-1400,"JINOTEGA, COMUNIDAD LOS CIPRECES",JUAN DE DIOS CASTILLO ARAUZ,275,69 kg,Specialty Coffee Association of Costa Rica,2024 / 2025,"May 19th, 2025",Rodrigo Soto,Catuai,Completed,Washed / Wet,7.25,7.33,7.17,7.5,7.5,7.33,10.0,10.0,10.0,7.33,0.0,81.42,10.3 %,0 full defects,1,Green,1 full defects,,"May 19th, 2026",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685
Vietnam,Apollo Estate,Apollo CD honey 2024,Dry mill,,Công Ty TNHH APOLLO,>1000,Dalat,"Yeh, Li Chuan",1,2 kg,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),2024 / 2025,"March 5th, 2025","Sunvirtue Co., Ltd",Catimor,Completed,Pulped natural / honey,7.5,7.33,7.25,7.33,7.42,7.25,10.0,10.0,10.0,7.33,0.0,81.42,10.8 %,0 full defects,0,Green,2 full defects,,"March 5th, 2026",Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708"
Taiwan,COFEE BERRIES MANOR,C217,COFEE BERRIES MANOR,,Taiwan Coffee Laboratory,1100,"Gukeng Township, Yunlin County","WANG, YING-HUI",1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,7.5,7.33,7.42,7.25,7.33,7.17,10.0,10.0,10.0,7.25,0.0,81.25,9.4 %,0 full defects,0,Brownish,4 full defects,,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Taiwan,太巴塱多恩莊園Tafalong to`em Farm,2025花蓮縣第九屆精品咖啡評鑑批次,太巴塱多恩莊園Tafalong to`em Farm,,Taiwan Coffee Laboratory,250,"Guangfu Township, Hualien County","曾梅玲ZENG,MEI-LING",1,6 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"September 12th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Pulped natural / honey,7.33,7.25,7.33,7.25,7.33,7.33,10.0,10.0,10.0,7.33,0.0,81.17,11.2 %,0 full defects,0,BROWN,4 full defects,,"September 12th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Taiwan,九一七農場Farm 917,2025花蓮縣第九屆精品咖啡評鑑批次,九一七農場Farm 917,,Taiwan Coffee Laboratory,300,"Yuli Township, Hualien County","黃怡瑄HUANG,YI-SYUAN",1,6 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"September 12th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Catimor,Completed,Washed / Wet,7.42,7.42,7.17,7.42,7.33,7.25,10.0,10.0,10.0,7.17,0.0,81.17,10.3 %,0 full defects,0,Bluish-Green,0 full defects,,"September 12th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Colombia,VARIOS,3-01-16596,ALMACAFE BELLO ANTIOQUIA,3-01-16596,Federación de cafeteros de Colombia,1120 A 2060,ANTIOQUIA,VARIOS,375,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024 / 2025,"August 21st, 2025",Camilo Mosquera,CASTILLA COLOMBIA,Completed,Washed / Wet,7.33,7.33,7.08,7.42,7.42,7.25,10.0,10.0,10.0,7.33,0.0,81.17,10.9 %,1 full defects,14,Green,4 full defects,,"August 21st, 2026",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
Taiwan,王氏咖啡,C08,王氏咖啡,,Taiwan Coffee Laboratory,1000,嘉義/番路鄉,王文正,1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Washed / Wet,7.33,7.25,7.42,7.25,7.25,7.25,10.0,10.0,10.0,7.33,0.0,81.08,9.8 %,0 full defects,0,Green,0 full defects,,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
El Salvador,La Esperanza,S84352 / P06612,Beneficio San Miguel,09-032-90,Panamerican Coffee Trading,1200-1450,El Bálsamo-Quezaltepeque - West Region,"Trapiche, S.A de C.V",275,69 kg,Specialty Coffee Association of Costa Rica,2024 / 2025,"May 2nd, 2025",Rodrigo Soto,Catimor,Completed,Washed / Wet,7.5,7.25,7.25,7.17,7.33,7.33,10.0,10.0,10.0,7.17,0.0,81.0,11.8 %,0 full defects,1,Green,1 full defects,,"May 2nd, 2026",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685
Taiwan,泥妲咖啡,A06,泥妲咖啡,,Taiwan Coffee Laboratory,300-500,花蓮縣秀林鄉,戴豐秋,1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,7.33,7.33,7.33,7.17,7.25,7.25,10.0,10.0,10.0,7.25,0.0,80.92,10.4 %,0 full defects,0,Green,0 full defects,,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Taiwan,COFEE BERRIES MANOR,C209,"Chiayi Agricultural Experiment Branch, TARI",,Taiwan Coffee Laboratory,1100,"Gukeng Township, Yunlin County","WANG, YING-HUI",1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,7.25,7.25,7.17,7.33,7.33,7.33,10.0,10.0,10.0,7.25,0.0,80.92,11.6 %,0 full defects,1,yellow green,4 full defects,,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Thailand,ARKUNA FARM COMPANY LIMITED,1,ARKUNA FARM COMPANY LIMITED,,ARKUNA FARM COMPANY LIMITED,1175,Chiang Rai,ARKUNA FARM COMPANY LIMITED,1,3 kg,Specialty Coffee Institute of Thailand,2024 / 2025,"September 29th, 2025",ARKUNA FARM COMPANY LIMITED,Typica,Completed,Natural / Dry,7.08,7.25,7.25,7.25,7.5,7.17,10.0,10.0,10.0,7.17,0.0,80.67,10.3 %,1 full defects,0,Green,7 full defects,,"September 29th, 2026",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
Vietnam,Gaia Farms,221146,Hulling Facility,,Brew Baby Coffee Company,5400,"Lam Dong Province, Vietnam",Viet Coffee Company Limited,1,1 kg,Firedancer Coffee Consultants,2024 / 2025,"April 8th, 2025",Brew baby Coffee Company,Catimor,Completed,Pulped natural / honey,7.5,7.25,7.17,7.08,7.42,7.08,10.0,10.0,10.0,7.08,0.0,80.58,9.8 %,0 full defects,0,Green,7 full defects,,"April 8th, 2026",Firedancer Coffee Consultants,"165 Commerce Drive, Ste 103",Firedancer Coffee Consultants -
Jamaica,Nomlas Farm,BGMBH 100/11/003,Hulling,100/11/003,Buboffee GmbH,1400-1800,St. Andrew ( Jamaica),Jamaica Coffee Growers Association,1,2 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2024 / 2025,"February 14th, 2025",Martin Bubeliny,Blue Mountain,Completed,Washed / Wet,7.25,7.17,7.08,7.25,7.33,7.25,10.0,10.0,10.0,7.25,0.0,80.58,11.3 %,0 full defects,2,Blue-Green,1 full defects,,"February 14th, 2026",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Catherine Queiroz - +41 41 728 72 81
Vietnam,Proh Farm,PRO01,dry mill,,Proh Farm,1500,CAU DAT,Huỳnh Nguyễn Trà My,83,60 kg,STONE VILLAGE LAB VIETNAM,2024 / 2025,"April 19th, 2025",Huynh Nguyen Tra My,Catimor,Completed,Pulped natural / honey,7.25,7.17,7.25,7.08,7.25,7.25,10.0,10.0,10.0,7.25,0.0,80.5,12 %,0 full defects,1,Green,0 full defects,,"April 19th, 2026",STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189
Vietnam,Apollo Estate,Apollo washed 2024,Dry mill,,Công Ty TNHH APOLLO,>1000,Dalat,"Yeh, Li Chuan",1,2 kg,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),2024 / 2025,"March 5th, 2025","Sunvirtue Co., Ltd",Catimor,Completed,Washed / Wet,7.25,7.25,7.17,7.25,7.17,7.17,10.0,10.0,10.0,7.17,0.0,80.42,11.2 %,0 full defects,0,Yellow-Green,2 full defects,,"March 5th, 2026",Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708"
Vietnam,Gaia Farms,221166,Hulling Facility,,Brew Baby Coffee Company,5400,"Lam Dong Province, Vietnam",Viet Coffee Company Limited,1,1 kg,Firedancer Coffee Consultants,2024 / 2025,"April 8th, 2025",Brew baby Coffee Company,Catuai,Completed,Pulped natural / honey,7.08,7.08,7.17,7.17,7.25,7.08,10.0,10.0,10.0,7.17,0.0,80.0,9.2 %,0 full defects,0,Green,4 full defects,,"April 8th, 2026",Firedancer Coffee Consultants,"165 Commerce Drive, Ste 103",Firedancer Coffee Consultants -
Colombia,VARIOS,3-01-13645,ALMACAFE PEREIRA,3-01-13645,Federación de cafeteros de Colombia,1100 a 1800,RISARALDA,VARIOS,375,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024 / 2025,"June 2nd, 2025",Camilo Mosquera,,Completed,Washed / Wet,7.58,7.42,7.33,7.42,7.5,7.42,8.67,8.67,8.67,7.42,-1.33,76.75,10.6 %,0 full defects,0,Green,4 full defects,,"June 2nd, 2026",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
Brazil,Ofi - Olam Food Ingredients,S040263-2,Dry Mill,,Olam Specialty Coffee,1100,Cerrado,Ofi - Olam Food Ingredients,1600,96000 kg,Brazil Specialty Coffee Association,2025,"September 22nd, 2025",ADRYELLI CRISTINA SILVA,Catuai,Completed,Natural / Dry,7.67,7.67,7.58,7.67,7.67,7.58,8.0,8.0,9.33,7.58,-2.67,76.08,11 %,0 full defects,0,Green,1 full defects,,"September 22nd, 2026",Brazil Specialty Coffee Association,"R Guilherme F Zanatelli - 121, Santa Luiza 121 BSCA - Comercio",Lyvia Camargo - 55 35 3212-4705
